ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答転換率,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
45,2026/1/2 16:47,ウイルス対策、セキュリティ対策,ゆんゆん,259時間51分,4,18458,4614.5,0,50,1.184,0.02,59.2,1.29,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13323866108,友達に勧められ漫画rawというサイトを見てしまいました。 違法サイトかと疑ってはいたのですが、友達が違うと言うので見ていたら漫画の話を進める度に知らないサイトに飛ばされたり、ウイルスに感染していますと...,0,0
46,2026/1/12 20:11,女性アイドル,bb418723f,16時間27分,5,3866,773.2,0,7,3.914,0.13,30.11,4.38,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324221396,ふみのソロデビューしましたが、 ちゃんみなはふみのに「私がふみのを預かってしまったらふみのは幸せなんだろうかと言うことも考えた」と言っていたのに結局ちゃんみなの元でデビューして歌詞もちゃんみなが手掛け...,0,0
47,2026/1/2 19:02,テーマパーク,dmo********,257時間36分,4,18964,4741.0,1,67,1.227,0.02,61.35,1.38,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10323870165,1月12日にディズニーランドへ行くのですが、浦安市の成人式がランドであるらしく混雑具合を知りたいです。アトラクション中心に回りたいのですが、人は多くてもアトラクションにはあまり影響ないですかね？ 女性...,0,0
48,2026/1/10 11:53,スマホアプリ,ito********,72時間45分,6,22948,3824.7,1,55,5.256,0.03,175.2,5.72,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324131724,最強トレーナーのアプリついてです。 アプリをダウンロードして、アプリを開きアップデートまでしてしまいました。 その後の利用規定は同意まではしていませんが、アップデートしたことにより何か情報を抜き取られ...,0,0
49,2026/1/8 19:32,大学受験,あかさたな,113時間6分,3,36994,12331.3,5,87,5.451,0.01,545.1,5.93,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324079059,この共通テスト成績請求番号の最後の一桁が受験票のどこにも書いてなくて困ってます。 何を入力すればいいんでしょうか,0,0
50,2026/1/12 21:21,ホテル、旅館,1053335854,15時間18分,2,1690,845.0,0,2,1.841,0.12,15.34,2.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324224104,高市さんは奈良市の何処のホテルに泊まっているの？春日ホテル？,0,0
51,2026/1/13 12:33,コミック,a,6分,0,2,2.0,0,0,0.329,0.0,0.0,0.28,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324241483,以前Twitterで流れてきた漫画が思い出せません(T_T) 息子が母親に同性が好きなことをカミングアウトする →お母さん驚きながらもすぐに受け入れて「わかった！じゃあ今すぐ出かけよ！」みたいなノリで...,0,0
52,2026/1/13 12:33,パソコン,a2ac32a68,6分,1,2,2.0,0,0,0.326,50.0,0.01,7.29,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324241482,ガレリアのSKMケースのマザーボード交換ついて相談したいです。 元々ガレリアのBTOを使っていて、マザーボードを「ASRock A520M TW」から「ASRock B550M Pro4（microA...,0,0
53,2026/1/13 12:33,料理、食材,bdeac679e,6分,0,2,2.0,0,0,0.324,0.0,0.0,0.28,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324241480,豚山で汁なし食べるつもりなんですけど、フライドガーリックなしってできるんですか？てかあれフライドガーリックでいいんですか？ あと青カッパ美味しいですか？,0,0
54,2026/1/13 12:33,政治、社会問題,***********,6分,0,9,9.0,0,0,1.447,0.0,0.0,1.25,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324241479,前橋市在住の妻は、ホテルの部屋で男女が密会しても「仕事の打ち合わせ」といえば、「それなら仕方ないね」と納得するような寛大な倫理観の持ち主が多いから、小川市長が再選したのですか？,0,0
55,2026/1/13 12:33,クレジットカード,1149679984,6分,2,9,4.5,0,0,1.43,22.22,0.06,14.95,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324241481,私は23歳大学生ですがデビットカードしか持っていません。 大人になってからクレジットカードを契約すると契約できないと噂を聞いたのですが本当ですか？ 社会人になるタイミングで契約するべきですか？,0,0
56,2026/1/13 12:33,恋愛相談、人間関係の悩み,accff9937,6分,0,3,3.0,0,0,0.471,0.0,0.0,0.41,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324241478,フミノちゃんとJUNON の件について。 自分はメンズBESTY なのでメンバーに恋愛感情を抱くことなど無いですし叩かれるかもしれませんがハッキリ言わせてください。フミノちゃんがザスト民だとしても流石...,0,0
57,2026/1/13 12:33,職場の悩み,kae********,6分,0,7,7.0,0,0,1.088,0.0,0.0,0.94,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324241477,職場であの人処女らしいよって噂されて、周りから まじキモいし、いい歳こいて男もおらんのんか、おかしいんじゃないん、恥ずかしいせ、可哀想な人、喪女か、って言われるのはイジメになりますか？ もし、そう言わ...,0,0
58,2026/1/13 12:32,スマホアプリ,1252918148,7分,1,4,4.0,0,0,0.535,25.0,0.02,6.37,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324241476,にゃんこ大戦争について質問です。 精霊の攻撃力はレベルによって違いますか？,0,0
59,2026/1/13 12:32,洗濯、クリーニング,アンテベート,7分,2,1,0.5,0,0,0.132,200.0,0.0,11.81,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324241475,ベランダがにんにく臭いです 隣が外人でそうゆう料理作ってるみたいです 洗濯物に臭いがつきそうです 部屋干しが無難ですかね 夜洗って部屋干ししたのを外に干してるんですが それでも臭いがつきますかね、、 ...,0,0
60,2026/1/13 12:32,ホテル,sv********,7分,1,8,8.0,0,1,1.051,12.5,0.08,10.22,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324241474,ベトナムに出張にきています。たまにはハノイあたりに行って女の子遊びをしようと思っています。 通常のホテルの宿泊と女の子遊びはラブホ行こうかと思うのですが、いまいち普通のホテルとラブホの区分けが分かりま...,0,0
61,2026/1/13 12:32,携帯型ゲーム全般,cf94aee0d,7分,0,3,3.0,0,0,0.391,0.0,0.0,0.35,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324241472,ブロスタでログインしようとしたらロード画面で暗くなってidを切り替えるって画面になるんですけど対処法知ってる人いませんか？(スーパーセルサポートにアカウント関連で相談した5分後ぐらい),0,0
62,2026/1/13 12:32,自動車,b39eb36d,7分,0,6,6.0,0,0,0.776,0.0,0.0,0.69,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324241473,あるお店で買い物をしようとして後ろの車に１回R状態にしてバックするよって伝えてからバック駐車を開始したのですが、駐車を終えて後ろの車が前を通り過ぎたタイミングで、口パクで危ないと言われてしまいました。...,0,0
63,2026/1/13 12:32,大学受験,ちい,7分,0,3,3.0,0,0,0.384,0.0,0.0,0.34,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324241471,立命館大学の英語長文で、内容理解がブレるんですけど、何をすればいいですか？読みまくって読解力高めるしかないですか？,0,0
64,2026/1/13 12:32,年中行事,いい加減な愚か者,7分,1,3,3.0,0,0,0.381,33.33,0.01,5.97,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324241469,今どきは成人式のついでで着飾った姿の写真（当人だけや家族含む）を撮影するということはやらないのでしょうか？,0,0
65,2026/1/13 12:32,Yahoo!サービス,toy********,7分,0,1,1.0,0,0,0.126,0.0,0.0,0.11,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324241468,Yahooニュースで朝鮮の話題は不要なので非表示にしたいがどうすればよいか？,0,0
66,2026/1/13 12:32,恋愛相談、人間関係の悩み,非公開,7分,1,9,9.0,0,0,1.128,11.11,0.1,6.57,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324241467,元カレに思い(未練)がある女性と付き合うのには どうしたら良いですか？ (デートは3.4回行った),0,0
67,2026/1/13 12:32,入札、落札,1153260189,8分,0,1,1.0,0,0,0.124,0.0,0.0,0.11,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324241466,オグリキャップの本物の鬣と断言し出品していた方を信用し、落札後に同じく落札された方の評価で馬オーナーに電話して出品者を確認したら偽物との返答を受けたので気を付けて！ との投稿を見つけキャンセルを申し出...,0,0
68,2026/1/13 12:32,ゲーム,ab9e01662,8分,0,1,1.0,0,0,0.123,0.0,0.0,0.11,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324241465,マリカワールドから始めた初心者なのですが オンライン対戦でレート8000を約10時間ほどかけて到達したのですがもっとレートを上げるコツなどはありますか？,0,0
69,2026/1/13 12:32,iPhone,a1810fd0e,8分,0,4,4.0,0,0,0.489,0.0,0.0,0.44,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324241464,iPhoneのメールアプリについて教えてください！！ iPhone14使用しています。 キャリアはauです。 iOS26にアップデートしてから、メールアプリでauのEメール(@ezweb.ne.jp)...,0,0
70,2026/1/13 12:32,交通、地図,1152951777,8分,0,2,2.0,0,0,0.243,0.0,0.0,0.22,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324241463,福岡県大川市に住んでいる方に質問です。 福岡空港から大川市に行くには、どのような交通機関を乗り継いでいくのが行きやすいでしょうか？,0,0
71,2026/1/13 12:32,学校の悩み,匿名,8分,2,3,1.5,0,0,0.361,66.67,0.01,11.07,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324241462,元々そんな性格じゃなかったのですが、周りの影響で学校での噂話や悪口を友達と一緒になって話していた自分に後悔しています。 今思えばその学校はハブりや悪口などやる子はまあまあ多く、最初はたしかにビックリし...,0,0
72,2026/1/13 12:32,パソコン,1150806428,8分,1,14,14.0,0,0,1.67,7.14,0.23,6.82,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324241460,今パソコン基礎の職業訓練に通っているのですが 自宅にパソコンがなく自習ができません 現状新しいパソコンを買う余裕がないのですが ゲオなどで中古で買った方がいいですか? それともタイピング練習だけでもで...,0,0
73,2026/1/13 12:32,妊娠、出産,1052939419,8分,0,5,5.0,0,0,0.592,0.0,0.0,0.53,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324241461,助けてください、3回目の流産が確定しました。 これで3回連続です。 今回は胎嚢のみ。9wのはずなのにサイズは6wでした。 不育症専門病院で、夫婦の染色体も甲状腺ホルモンも、血液凝固も全て問題なく、すぐ...,0,0
74,2026/1/13 12:32,ゲーム,ひよこ,8分,2,2,1.0,0,0,0.235,100.0,0.0,10.71,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324241459,相談です。 Switch中古か、Switch2を買うか迷っています。 メリット ・Switch中古 安い、やりたいソフトをやれる。 ・Switch2 最新機種のため、やりたい新しいソフトがでたらできる...,0,0
75,2026/1/13 12:32,邦楽,ザンバラ,8分,0,1,1.0,0,0,0.117,0.0,0.0,0.1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324241458,長渕剛さんの（勇次） これって、「親子ジグザグ」の役名から来ているのでしょうか？ またコンサートでこれを歌う時、クラッカーを鳴らすのはなぜでしょうか？,0,0
76,2026/1/13 12:32,メンズ全般,1152039834,8分,0,5,5.0,0,0,0.58,0.0,0.0,0.52,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324241457,身幅64.5cm/ゆき92.5cm/すそ周り76cm/胸囲120cmのジャケットは身長172の自分でも着れますか？標準体重です。,0,0
77,2026/1/13 12:32,車検、メンテナンス,mit********,8分,1,2,2.0,0,0,0.231,50.0,0.0,5.38,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324241456,キャンター4p10エンジンでチェックランプ点灯、シリンダーポジションセンサーの信号値異常とでてエンジン回転1500以上ふけません、センサーは交換したのですが変わらずです。 何かわかる方いればアドバイス...,0,0
