質問日時,経過時間,カテゴリ,投稿者名,回答数,閲覧数,受付終了まで,URL,本文冒頭
2026/1/10 15:45,0時間1分,政治、社会問題,cha********,0,3,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324138385,アメリカ、イギリス、ロシアなどには有名な諜報機関がありますが日本にも同じくらい強力な諜報機関はありま...
2026/1/10 15:45,0時間1分,競馬,ゲソウマ,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324138384,みなさん京都12レースやりますか？
2026/1/10 15:45,0時間1分,マナー,チアオチー,1,5,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324138383,部活で協賛をいただくために企業に電話をかけるのですが、1日に3回もかけてしまったらさすがに迷惑ですよ...
2026/1/10 15:45,0時間1分,不動産,非公開,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324138382,秀和幡ヶ谷レジデンスって当時の高級マンションですよね？福岡の大濠公園の近くにも似たような外観のマンシ...
2026/1/10 15:45,0時間1分,占い,非公開,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324138379,タロット占いお願い致します。｡女子大生です。 彼女のAさんが､夕張メロンEで困っております､､天然E...
2026/1/10 15:45,0時間1分,転職,お,0,3,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324138378,転職における年収について こんにちは 現在、転職先が決まり先方より年収提示がありました。 額としては...
2026/1/10 15:45,0時間1分,恋愛相談、人間関係の悩み,1151749371,1,2,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324138377,マッチングアプリで女性の方とマッチングして 軽くお茶しながらお話しませんか？と送ったところ お誘いあ...
2026/1/10 15:44,0時間2分,邦楽,非公開,0,2,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324138376,THE BLUE HEARTSのアルバム、何が1番好きですか？ ベスト版はのぞいてよろしくお願いしま...
2026/1/10 15:44,0時間2分,掃除,b7b7e143f,3,3,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324138375,料理を焦がしてしまいました。対象物からは白い煙が沢山出ていました。なので水に浸し、バラバラにして袋に...
2026/1/10 15:44,0時間2分,手芸,1153003392,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324138374,ハンドメイド初心者（学校以外では未経験）です。 ちびぐるみのぬいぐるみの服を作りたいです。 きぐるみ...
2026/1/9 12:47,1日2時間59分,ポケットモンスター,fse********,5,28485,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324100076,至急です。 TikTokの広告に流れてきたんですけど、｢最強トレーナー｣というポケモンのアプリがある...
2026/1/9 20:28,19時間18分,ポケットモンスター,tyongi0627,5,6376,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324113063,最近tiktokやyoutubeに流れる最強トレーナーdxというポケモンのパクリゲーは過去に出たポケ...
2026/1/1 13:21,9日2時間25分,Instagram,mas********,1,16507,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323829587,Instagramから、「Reset your password」というメールが届きました。 このメ...
2026/1/8 11:40,2日4時間6分,メール,may********,1,6676,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324066117,ご利用のApple Account（ 私のアカウント名が記載））が、iPhone 17 Pro Ma...
2026/1/9 19:17,20時間29分,宝塚,みつばち,9,11128,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324110651,礼真琴さんのバーレスクはなんで中止になったのですか？
2026/1/8 19:32,1日20時間14分,大学受験,あかさたな,3,8944,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324079059,この共通テスト成績請求番号の最後の一桁が受験票のどこにも書いてなくて困ってます。 何を入力すればいい...
2026/1/7 11:20,3日4時間26分,iPhone,psm********,1,17347,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324030735,ご利用のApple Accountが、iPhone17ProMax上でiCloudへのサインインに使...
2026/1/9 18:55,20時間51分,懸賞、くじ,1053004960,3,4273,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324109886,スンスン一番くじやったんですけど、置いてあった購入券は残り5.6枚ぐらいなのに対して、くじ券は沢山あ...
2026/1/4 1:47,6日13時間59分,iPhone,c3448e7a6,3,11986,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323917407,今iwaraを開こうとしたらThis page doesn't seem to exist.It l...
2026/1/4 20:04,5日19時間42分,大学受験,ccc971599,5,20011,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13323941608,共通テストについて質問です。 私立大学の出願で共テ出願サイトのユーザーIDを求められているのですが、...
2026/1/10 15:48,23時間58分,資産運用、投資信託、NISA,1150554596,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324138472,楽天証券で積立NISAをしていますが、預かり金にお金が入っており、毎月積立されるお金はそこから捻出さ...
2026/1/10 15:48,23時間58分,芸能人,バイクの神様,0,3,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324138471,至急、 なぜ、 タモリはいるのに、 リタモはいないのか ！？
2026/1/10 15:48,23時間58分,車検、メンテナンス,sur********,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324138470,左側のドライブシャフトを交換するときに、左側のタイロッドを外したのとエアクリーナーのコネクターは外し...
2026/1/10 15:48,23時間58分,邦楽,ce6f48ea4,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324138469,安全地帯のかなりくるぜが入った曲はありますか？
2026/1/10 15:48,23時間58分,生き方、人生相談,magguuggamneo2,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324138468,そもそもなぜあの世へ財産を持っていけないのですか？しかも転生する度に記憶をリセットしやがって人間をな...
2026/1/10 15:48,23時間58分,女性アイドル,1053034351,2,0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324138467,最近BABYMONSTERを好きになったので、全曲聴いてみたいんですけど、何曲あるかわかる方いません...
2026/1/10 15:48,23時間58分,邦楽,非公開,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324138466,B’zはヘヴィメタルですか？
2026/1/10 15:48,23時間58分,ファッション,りんごりら,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324138465,LYFT渋谷店によく行く人に質問です。 LYFT渋谷店で使われてるフレグランスのブランドを教えてくだ...
2026/1/10 15:48,23時間58分,プロ野球,1150400766,0,2,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324138464,金本と現役時代が被ってる現役の阪神の選手っていますか？
2026/1/10 15:48,23時間58分,Facebook,b411d27c2,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324138463,ロマンス型の投資詐欺で１０００万円取られました。 取り返せませんか？ Facebook内に同じ方が複...
2026/1/10 15:48,23時間58分,大学受験,zang,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324138462,摂南大学看護学部志望です。 一般試験2教科型で受けようと思っています。合格ボーダーは何割くらいですか...
2026/1/10 15:48,23時間58分,退職,のほほん,0,3,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324138461,会社を退職される人とかいる。そしたら従業員がやめた人間がどこで働いてるか探す。見つけ次第電話をかけて...
2026/1/10 15:47,23時間59分,恋愛相談、人間関係の悩み,1152981756,0,4,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324138460,意外とよく思われる人ってどのような特徴ありますか？ 高3なんですけど、他にもありますが例を挙げると「...
2026/1/10 15:47,23時間59分,高校,ggs********,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324138459,真岡北陵高等学校は 2026年は5学級を4学級（商業科と福祉科で計1学級減）商業科20名減、福祉科1...
2026/1/10 15:47,23時間59分,インターネットショッピング,質問者,0,3,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324138458,ZOZOTOWNで買った商品の返品を考えています。 コンビニからZOZOTOWNに送ろうと思うのです...
2026/1/10 15:47,23時間59分,生き方、人生相談,真食博（またべひろし） [仮名],2,5,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324138457,被害を受けても黙っておくのが一番賢いですか。 クレームしても、クレームする時間が無駄で解決しないこと...
2026/1/10 15:47,23時間59分,資産運用、投資信託、NISA,c97980e5d,0,2,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324138456,同じ会社の配当金がNISAと特定口座でまとめて明細がくるのですが、配当金控除を受ける場合、NISA分...
2026/1/10 15:47,23時間59分,物理学,非公開,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324138455,物理基礎の相対速度のことで質問です。 こちらの項目は 「橋元の 物理基礎をはじめからていねいに」 「...
2026/1/10 15:47,23時間59分,Word,1151385153,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324138454,画像のようにワードで中央揃えになった文字達を均等割り付け？でしっかり揃えたいのですが上手くいきません...
2026/1/10 15:47,23時間59分,職場の悩み,@@@,0,5,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324138452,とある飲食店で働いています 働き始めて3ヶ月目なのですが、レジでミスをしてしまいました。 セットメニ...
2026/1/10 15:47,23時間59分,賃貸物件,ゆー,2,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324138451,入居日が10日で水道の開通を申し込みしたのが9日、開通日が14日なのですが今日家で蛇口をひねったら水...
2026/1/10 15:47,23時間59分,サッカー,1151280337,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324138449,元グランパスの中村直志と尚志高校はどういう関係筋ですか？ まさか、創立者ですか？
2026/1/10 15:47,23時間59分,家族関係の悩み,中学生,1,13,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324138450,中3女子です 夜ご飯に2食丼を作ろうとしてお肉を炒めてたら母がきて急に「どいて」ってフライ返し取って...
2026/1/10 15:47,23時間59分,政治、社会問題,1152903279,1,3,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324138448,高校生でもデモに参加できるのですか？ 中核派の反高市反戦デモに参加したいです あと何をもってどうした...
2026/1/10 15:47,23時間59分,ゲーム,K,1,4,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324138447,至急！PS4/PS5の エルデンリング ナイトレインについての質問です。 深き夜でよく使われている追...
2026/1/10 15:47,23時間59分,バイク,shu********,0,5,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324138446,電動バイクのバッテリーについて モーターは600Wです。 今定格の60Vの20Aで使用してます。 次...
2026/1/10 15:47,23時間59分,プレイステーション4,非公開,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324138445,ps4のチート起動について 中古で購入したps4の前の利用者がチートを使用していて偶然起動してしまっ...
2026/1/10 15:47,23時間59分,住宅,mot********,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324138444,田舎ですが公営住宅や社宅が空き家が多くなってきて解体が進んでいますが昔より豊かになったと言うことでし...
2026/1/10 15:47,23時間59分,恋愛相談、人間関係の悩み,1150354634,0,4,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324138443,横にいる人がスマホのパスワード解いてる時どうしてますか？？ 高校生です。 私は好きな人（彼氏では無い...
2026/1/10 15:47,23時間59分,ファッション,非公開,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324138442,ランバンは人気のブランドですか？
2026/1/10 15:47,23時間59分,Yahoo!知恵袋,aec4b81f2,1,3,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324138441,知恵袋ってＡＩ回答が追加されて驚きました。 ちなみに人間の回答者や質問者の中に運営側のスタッフやサク...
2026/1/10 15:47,23時間59分,税金,dfx********,0,2,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324138440,たとえば確定申告で ４０万のパソコンを わけて申告する場合の わけられる最大年数等は 税法上でありま...
2026/1/10 15:47,23時間59分,恋愛相談、人間関係の悩み,赤色,1,6,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324138439,高校生で恋人がいる方に質問です。 デートはどのような場所で何をするのでしょうか。 1回のデートは何時...
2026/1/10 15:47,23時間59分,韓国・朝鮮語,1150592896,0,3,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324138438,先年の夏の野球甲子園大会は京都国際高校(旧京都朝鮮中学)が優勝しました。 校歌が朝鮮語でなおかつ歌詞...
2026/1/10 15:47,23時間59分,自動車,子安武人,1,3,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324138436,もし欧州がハイブリッド税を作ったらトヨタは負けますか？
2026/1/10 15:47,23時間59分,デンタルケア,musubi300g,0,2,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324138437,3日前から上前歯の左隣の歯の根っこのほうから膿が溜まり目の下まで腫れてしまい、寝るのもままならない状...
2026/1/10 15:46,0時間0分,数学,1253145755,1,3,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324138435,"円C2のy軸に接する点が(0,1)になる理由が分かりません。解説お願いします"
2026/1/10 15:46,0時間0分,メイク、コスメ,1052848711,1,4,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324138434,年齢の割にクマが酷いです。自分のクマの色にあったオススメのクマ隠しコンシーラーを教えてください
2026/1/10 15:46,0時間0分,恋愛相談、人間関係の悩み,mer********,2,16,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324138433,2年半付き合っていた彼氏の浮気が発覚しました。慰謝料を請求できないものかと質問させてください。 彼と...
2026/1/10 15:46,0時間0分,ゲーム,a3fe97c8c,0,1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324138431,原神の移動キャラ（探索キャラ）って、今はどの子が便利なのでしょうか 放浪者、夜蘭あたりで時代が止まっ...
2026/1/9 12:47,1日2時間59分,ポケットモンスター,fse********,5,28532,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324100076,至急です。 TikTokの広告に流れてきたんですけど、｢最強トレーナー｣というポケモンのアプリがある...
2026/1/9 20:28,19時間18分,ポケットモンスター,tyongi0627,5,6407,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324113063,最近tiktokやyoutubeに流れる最強トレーナーdxというポケモンのパクリゲーは過去に出たポケ...
2026/1/1 13:21,9日2時間25分,Instagram,mas********,1,16592,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323829587,Instagramから、「Reset your password」というメールが届きました。 このメ...
2026/1/8 11:40,2日4時間6分,メール,may********,1,6708,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324066117,ご利用のApple Account（ 私のアカウント名が記載））が、iPhone 17 Pro Ma...
2026/1/9 19:17,20時間29分,宝塚,みつばち,9,11181,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324110651,礼真琴さんのバーレスクはなんで中止になったのですか？
2026/1/8 19:32,1日20時間14分,大学受験,あかさたな,3,8976,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324079059,この共通テスト成績請求番号の最後の一桁が受験票のどこにも書いてなくて困ってます。 何を入力すればいい...
2026/1/7 11:20,3日4時間26分,iPhone,psm********,1,17371,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324030735,ご利用のApple Accountが、iPhone17ProMax上でiCloudへのサインインに使...
2026/1/9 18:55,20時間51分,懸賞、くじ,1053004960,4,4309,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324109886,スンスン一番くじやったんですけど、置いてあった購入券は残り5.6枚ぐらいなのに対して、くじ券は沢山あ...
2026/1/4 1:47,6日13時間59分,iPhone,c3448e7a6,3,12001,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323917407,今iwaraを開こうとしたらThis page doesn't seem to exist.It l...
2026/1/4 20:04,5日19時間42分,大学受験,ccc971599,5,20029,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13323941608,共通テストについて質問です。 私立大学の出願で共テ出願サイトのユーザーIDを求められているのですが、...
